w_geocode_ct,S000,SA01_Pct,SA02_Pct,SA03_Pct,SE01_Pct,SE02_Pct,SE03_Pct,SI01_Pct,SI02_Pct,SI03_Pct
34017000200,69,0.2463768115942029,0.5507246376811594,0.2028985507246377,0.2028985507246377,0.6231884057971014,0.17391304347826086,0.0,0.463768115942029,0.5362318840579711
34017000300,98,0.3163265306122449,0.5714285714285714,0.11224489795918367,0.32653061224489793,0.5306122448979592,0.14285714285714285,0.030612244897959183,0.09183673469387756,0.8775510204081632
34017000400,742,0.15768194070080863,0.5080862533692723,0.33423180592991913,0.3113207547169811,0.6428571428571429,0.04582210242587601,0.3921832884097035,0.5296495956873315,0.07816711590296496
34017000500,75,0.28,0.5066666666666667,0.21333333333333335,0.24,0.48,0.28,0.013333333333333334,0.09333333333333334,0.8933333333333333
34017000600,146,0.2328767123287671,0.5136986301369864,0.2534246575342466,0.363013698630137,0.3835616438356164,0.2534246575342466,0.00684931506849315,0.3561643835616438,0.636986301369863
34017000700,185,0.3081081081081081,0.4756756756756757,0.21621621621621623,0.4648648648648649,0.3621621621621622,0.17297297297297298,0.016216216216216217,0.372972972972973,0.6108108108108108
34017000800,73,0.1780821917808219,0.6164383561643836,0.2054794520547945,0.1780821917808219,0.5616438356164384,0.2602739726027397,0.136986301369863,0.1643835616438356,0.6986301369863014
34017000902,391,0.23017902813299232,0.5319693094629157,0.23785166240409208,0.21227621483375958,0.4373401534526854,0.35038363171355497,0.03836317135549872,0.1585677749360614,0.80306905370844
34017001000,11,0.09090909090909091,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.0,0.7272727272727273
34017001100,148,0.14864864864864866,0.5743243243243243,0.27702702702702703,0.21621621621621623,0.44594594594594594,0.33783783783783783,0.0472972972972973,0.20945945945945946,0.7432432432432432
34017001201,60,0.16666666666666666,0.6166666666666667,0.21666666666666667,0.2833333333333333,0.3333333333333333,0.38333333333333336,0.2,0.11666666666666667,0.6833333333333333
34017001202,376,0.18882978723404256,0.47606382978723405,0.3351063829787234,0.35638297872340424,0.40691489361702127,0.23670212765957446,0.023936170212765957,0.023936170212765957,0.9521276595744681
34017001300,1867,0.21264059989287626,0.5565077664702731,0.23085163363685057,0.07337975361542581,0.21906802356722013,0.7075522228173541,0.006427423674343867,0.0144617032672737,0.9791108730583824
