h_geocode_ct,S000,SA01_Pct,SA02_Pct,SA03_Pct,SE01_Pct,SE02_Pct,SE03_Pct,SI01_Pct,SI02_Pct,SI03_Pct
34017000200,882,0.23015873015873015,0.6065759637188208,0.16326530612244897,0.1054421768707483,0.21882086167800455,0.6757369614512472,0.06802721088435375,0.1145124716553288,0.8174603174603174
34017000300,831,0.25872442839951865,0.5848375451263538,0.15643802647412755,0.08784596871239471,0.2358604091456077,0.6762936221419976,0.04693140794223827,0.14921780986762936,0.8038507821901324
34017000400,704,0.21448863636363635,0.6008522727272727,0.1846590909090909,0.11931818181818182,0.2059659090909091,0.6747159090909091,0.05539772727272727,0.1534090909090909,0.7911931818181818
34017000500,858,0.23193473193473194,0.6037296037296037,0.16433566433566432,0.12937062937062938,0.22727272727272727,0.6433566433566433,0.06876456876456877,0.14801864801864803,0.7832167832167832
34017000600,1146,0.23472949389179756,0.5706806282722513,0.19458987783595114,0.10645724258289703,0.23821989528795812,0.6553228621291448,0.05846422338568935,0.14048865619546247,0.8010471204188482
34017000700,714,0.29971988795518206,0.5406162464985994,0.15966386554621848,0.10504201680672269,0.2184873949579832,0.6764705882352942,0.08683473389355742,0.12605042016806722,0.7871148459383753
34017000800,1002,0.22055888223552894,0.626746506986028,0.15269461077844312,0.10179640718562874,0.15868263473053892,0.7395209580838323,0.04890219560878244,0.1377245508982036,0.8133732534930139
34017000902,1526,0.23525557011795545,0.6231979030144168,0.14154652686762778,0.07208387942332896,0.16775884665792923,0.7601572739187418,0.033420707732634336,0.10091743119266056,0.8656618610747051
34017001000,471,0.23779193205944799,0.5966029723991507,0.16560509554140126,0.12101910828025478,0.19957537154989385,0.6794055201698513,0.04246284501061571,0.12951167728237792,0.8280254777070064
34017001100,1116,0.23655913978494625,0.589605734767025,0.17383512544802868,0.0931899641577061,0.2168458781362007,0.6899641577060932,0.043010752688172046,0.10842293906810035,0.8485663082437276
34017001201,564,0.2641843971631206,0.5691489361702128,0.16666666666666666,0.09574468085106383,0.2127659574468085,0.6914893617021277,0.06560283687943262,0.10815602836879433,0.8262411347517731
34017001202,411,0.22871046228710462,0.5644768856447688,0.20681265206812652,0.13381995133819952,0.30170316301703165,0.5644768856447688,0.0705596107055961,0.15571776155717762,0.7737226277372263
34017001300,725,0.25655172413793104,0.5986206896551725,0.14482758620689656,0.12,0.1724137931034483,0.7075862068965517,0.06482758620689655,0.14482758620689656,0.7903448275862069
34017001400,994,0.23843058350100604,0.5855130784708249,0.176056338028169,0.12474849094567404,0.1921529175050302,0.6830985915492958,0.04527162977867203,0.15191146881287726,0.8028169014084507
34017001701,1199,0.27522935779816515,0.6030025020850709,0.12176814011676397,0.11259382819015847,0.19432860717264386,0.6930775646371977,0.03669724770642202,0.13427856547122602,0.8290241868223519
34017001800,895,0.27932960893854747,0.5698324022346368,0.15083798882681565,0.12513966480446928,0.25139664804469275,0.623463687150838,0.0335195530726257,0.16201117318435754,0.8044692737430168
34017001900,1006,0.341948310139165,0.5616302186878728,0.09642147117296222,0.06063618290258449,0.13518886679920478,0.8041749502982107,0.02385685884691849,0.10139165009940358,0.8747514910536779
34017002200,826,0.2106537530266344,0.6755447941888619,0.11380145278450363,0.07142857142857142,0.1234866828087167,0.8050847457627118,0.029055690072639227,0.08837772397094432,0.8825665859564165
34017002300,1084,0.2140221402214022,0.6752767527675276,0.11070110701107011,0.08671586715867159,0.11162361623616236,0.801660516605166,0.035977859778597784,0.09778597785977859,0.8662361623616236
34017002400,1133,0.1703442188879082,0.6999117387466902,0.1297440423654016,0.07678729037952339,0.09090909090909091,0.8323036187113857,0.03265666372462489,0.10326566637246248,0.8640776699029126
34017002700,980,0.2163265306122449,0.6244897959183674,0.15918367346938775,0.14387755102040817,0.27653061224489794,0.5795918367346938,0.044897959183673466,0.1653061224489796,0.789795918367347
34017002800,1215,0.2419753086419753,0.5703703703703704,0.18765432098765433,0.10205761316872428,0.24691358024691357,0.6510288065843621,0.03786008230452675,0.12921810699588476,0.8329218106995885
34017002900,1018,0.2406679764243615,0.581532416502947,0.17779960707269155,0.1031434184675835,0.2043222003929273,0.6925343811394892,0.03929273084479371,0.14636542239685657,0.8143418467583498
34017003000,587,0.26916524701873934,0.5638841567291312,0.16695059625212946,0.131175468483816,0.3424190800681431,0.5264054514480409,0.059625212947189095,0.15332197614991483,0.787052810902896
34017003500,854,0.1686182669789227,0.6697892271662763,0.16159250585480095,0.05620608899297424,0.1288056206088993,0.8149882903981265,0.0351288056206089,0.09718969555035128,0.8676814988290398
34017004000,1047,0.2072588347659981,0.5549188156638013,0.23782234957020057,0.1346704871060172,0.2922636103151863,0.5730659025787965,0.04202483285577841,0.15854823304680038,0.7994269340974212
34017004102,561,0.23707664884135474,0.5775401069518716,0.18538324420677363,0.1586452762923351,0.32620320855614976,0.5151515151515151,0.044563279857397504,0.18181818181818182,0.7736185383244206
34017004200,757,0.22985468956406868,0.571994715984148,0.19815059445178335,0.178335535006605,0.3342140026420079,0.48745046235138706,0.05680317040951123,0.18229854689564068,0.760898282694848
34017004300,531,0.20903954802259886,0.5781544256120528,0.2128060263653484,0.14124293785310735,0.2919020715630885,0.5668549905838042,0.07156308851224105,0.1224105461393597,0.8060263653483992
34017004400,398,0.23869346733668342,0.535175879396985,0.22613065326633167,0.1984924623115578,0.2964824120603015,0.5050251256281407,0.04020100502512563,0.16834170854271358,0.7914572864321608
34017004500,758,0.20580474934036938,0.575197889182058,0.21899736147757257,0.158311345646438,0.33509234828496043,0.5065963060686016,0.044854881266490766,0.17282321899736147,0.7823218997361477
34017004600,461,0.24078091106290672,0.5509761388286334,0.20824295010845986,0.14099783080260303,0.3275488069414317,0.5314533622559653,0.06073752711496746,0.1843817787418655,0.754880694143167
34017004700,740,0.25675675675675674,0.6121621621621621,0.13108108108108107,0.12027027027027028,0.1783783783783784,0.7013513513513514,0.06756756756756757,0.13378378378378378,0.7986486486486486
34017004800,878,0.19134396355353075,0.6173120728929385,0.19134396355353075,0.11845102505694761,0.27790432801822323,0.6036446469248291,0.05694760820045558,0.1548974943052392,0.7881548974943052
34017004900,748,0.23663101604278075,0.5254010695187166,0.23796791443850268,0.13770053475935828,0.2967914438502674,0.5655080213903744,0.05213903743315508,0.1711229946524064,0.7767379679144385
